Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time,Label,LCDA,Region,LGA
PP20170607006,06/07/2017,Abdulrahman Abiola,Male,2.3481E+12,abdulrahman.abiola46@hotmail.com,23011536711,Lagos Island Division,Seal Rock,94121,Flooding due to collapsed drainage system after rainfall,6.45218,3.353078,,13/02/2026 04:03,Blockage,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20150122383,01/22/2015,Emeka Owolabi,Male,2.3491E+12,emeka.owolabi18@yahoo.com,43918893127,Epe Division,13th,94103,Sewer overflow spreading wastewater near market area,6.479757,3.585008,,13/02/2026 04:03,Sanitation failure,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20080414698,04/14/2008,Aisha Adeyemi,Female,2.34817E+12,aisha.adeyemi47@outlook.com,76309860421,Ikeja Division,Shotwell,94110,Major pipe burst near primary school disrupting access road,6.615859,3.273463,,13/02/2026 04:03,Leak,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20090320033,03/20/2009,Uche Abiola,Male,2.34812E+12,uche.abiola62@gmail.com,25698960607,Lagos Island Division,Filbert,94133,Minor kitchen sink pipe leakage under cabinet,6.52887,3.372814,,13/02/2026 04:03,Leak,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20140925408,09/25/2014,Aisha Balogun,Female,2.34813E+12,aisha.balogun62@outlook.com,11087873870,Badagry Division,Leavenworth,94102,Septic tank backflow causing strong sewage odor indoors,6.466533,3.256231,,13/02/2026 04:03,Sanitation failure,Mosan-Okunola LCDA,Epe,Epe
PP20160225220,02/25/2016,Ngozi Okafor,Female,2.34818E+12,ngozi.okafor97@outlook.com,94870551105,Ikorodu Division,Geary,94102,Toilet overflow due to heavily blocked drain system,6.621799,3.515363,,13/02/2026 04:03,Blockage,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20160923260,09/23/2016,Amaka Ibrahim,Female,2.34819E+12,amaka.ibrahim58@yahoo.com,87471517146,Ikeja Division,Hoffman,94114,Bathroom floor drain completely clogged with wastewater backup,6.659816,3.344833,,13/02/2026 04:03,Blockage,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20161228754,12/28/2016,Amaka Chukwu,Female,2.34818E+12,amaka.chukwu79@outlook.com,63769431137,Ikorodu Division,Marview,94131,2nd floor: remodel existing kitchen and bathroom,6.639314,3.514429,,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20081014056,10/14/2008,Aisha Ajayi,Female,2.34807E+12,aisha.ajayi25@gmail.com,58160187869,Lagos Island Division,Mint,94103,Water heater pipe leakage soaking utility area,6.540304,3.373509,,13/02/2026 04:03,Leak,Ikoyi-Obalende LCDA,Epe,Ibeju-Lekki
PP20150116248,01/16/2015,Adebayo Chukwu,Male,2.34808E+12,adebayo.chukwu20@outlook.com,83234933633,Lagos Island Division,Bush,94109,pulling permit for purpoose of certifying 2 steam boilers installed by others.,6.446129,3.395109,,13/02/2026 04:03,Sanitation failure,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20171226488,12/26/2017,Bola Adeyemi,Female,2.34803E+12,bola.adeyemi11@hotmail.com,88481467482,Ikeja Division,46th,94116,Low water pressure affecting entire household supply,6.613349,3.29106,,13/02/2026 04:03,Sanitation failure,Coker-Aguda LCDA,Ikeja,Agege
PP20090303624,03/03/2009,Ifeanyi Ogunleye,Male,2.34808E+12,ifeanyi.ogunleye28@hotmail.com,78648775130,Ikorodu Division,Ellis,94102,High-pressure pipe burst affecting multiple residential buildings,6.624778,3.513564,,13/02/2026 04:03,Leak,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20190416931,04/16/2019,Femi Umeh,Male,2.34908E+12,femi.umeh54@yahoo.com,94905979053,Ikeja Division,Prentiss,94110,Public tap pipe severely damaged in residential community,6.605517,3.341188,,13/02/2026 04:03,Sanitation failure,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20160721347,07/21/2016,Ifeanyi Balogun,Male,2.34811E+12,ifeanyi.balogun56@gmail.com,87315206389,Ikeja Division,South Van Ness,94110,Underground water pipe burst near hospital entrance,6.535935,3.356315,,13/02/2026 04:03,Leak,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20161201057,12/01/2016,Yetunde Ekanem,Female,2.34907E+12,yetunde.ekanem88@gmail.com,92999013673,Ikeja Division,Grand View,94114,High-pressure pipe burst affecting multiple residential buildings,6.565126,3.295926,,13/02/2026 04:03,Leak,Coker-Aguda LCDA,Ikeja,Agege
PP20110818387,08/18/2011,Ijeoma Ibrahim,Female,2.34903E+12,ijeoma.ibrahim51@gmail.com,29875876592,Ikorodu Division,Haight,94102,Toilet overflow due to heavily blocked drain system,6.62408,3.498797,,13/02/2026 04:03,Blockage,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20191122447,11/22/2019,Opeyemi Eze,Female,2.34817E+12,opeyemi.eze50@outlook.com,53466885517,Badagry Division,Seacliff,94121,Public tap pipe severely damaged in residential community,6.455559,3.326991,,13/02/2026 04:03,Sanitation failure,Eredo LCDA,Ikeja,Mushin
PP20140819369,08/19/2014,Temitope Okafor,Female,2.34813E+12,temitope.okafor78@yahoo.com,20342649455,Badagry Division,Mission,94110,"add to pp20130802933, add extra fee. commercial kitchen island sink, 1 mob sink, 2 hand sinks, kitchen gas line, 3 floor sinks, 2 floor drains, change of use. (bldg permit 201311262884)",6.457279,3.32782,,13/02/2026 04:03,Blockage,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20100806984,08/06/2010,Opeyemi Bamidele,Female,2.34807E+12,opeyemi.bamidele28@hotmail.com,82768467871,Ikeja Division,02nd,94105,Sewer overflow spreading wastewater near market area,6.551458,3.316472,,13/02/2026 04:03,Sanitation failure,Igbogbo-Baiyeku LCDA,Badagry,Ojo
PP20170119301,01/19/2017,Oluwaseun Afolabi,Male,2.34809E+12,oluwaseun.afolabi48@outlook.com,53386510938,Badagry Division,Goettingen,94134,kitchen remodel,6.463488,3.317444,,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20160815061,08/15/2016,Obinna Nnamdi,Male,2.3491E+12,obinna.nnamdi48@yahoo.com,31750394018,Lagos Island Division,Bay,94133,Severe shower pipe rupture flooding entire bathroom,6.535801,3.370829,,13/02/2026 04:03,Sanitation failure,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20121121237,11/21/2012,Oluwaseun Afolabi,Male,2.34909E+12,oluwaseun.afolabi43@outlook.com,7811698982,Ikorodu Division,15th,94103,"install solar thermal collector, water storage tanks, tankler water heaters, radiant heat plumbing and panel radiators.",6.618813,3.514965,,13/02/2026 04:03,Sanitation failure,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20180524702,05/24/2018,Yetunde Adebisi,Female,2.34905E+12,yetunde.adebisi53@gmail.com,65777795843,Epe Division,19th,94114,High-pressure pipe burst affecting multiple residential buildings,6.471996,3.595942,,13/02/2026 04:03,Leak,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20101103927,11/03/2010,Femi Ojo,Male,2.34906E+12,femi.ojo77@outlook.com,62774972238,Ikeja Division,Laguna,94115,Underground water pipe burst near hospital entrance,6.58809,3.408087,,13/02/2026 04:03,Leak,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20130805959,08/05/2013,Chukwudi Oladipo,Male,2.34906E+12,chukwudi.oladipo80@hotmail.com,45383212070,Badagry Division,Huntington,94132,Cracked underground pipe slowly flooding compound,6.436786,2.886943,,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20150925293,09/25/2015,Opeyemi Nnamdi,Female,2.34905E+12,opeyemi.nnamdi12@gmail.com,51288564654,Ikeja Division,Larkin,94109,Severe shower pipe rupture flooding entire bathroom,6.581827,3.426339,,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20090804104,08/04/2009,Yetunde Akinyemi,Female,2.3491E+12,yetunde.akinyemi43@gmail.com,21474292487,Lagos Island Division,Green,94133,installation of shower pan in master bath,6.456595,3.398692,,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20200113681,01/13/2020,Seyi Owolabi,Male,2.34816E+12,seyi.owolabi18@gmail.com,64815663100,Ikeja Division,South Van Ness,94110,Underground water pipe burst near hospital entrance,6.552222,3.351849,,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20101013472,10/13/2010,Chukwudi Owolabi,Male,2.34903E+12,chukwudi.owolabi29@hotmail.com,26468703467,Ikeja Division,Tompkins,94110,Water pipeline rupture near highway causing erosion,6.612322,3.337166,,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20120801464,08/01/2012,Femi Owolabi,Male,2.34908E+12,femi.owolabi21@outlook.com,73618535697,Lagos Island Division,Clement,94118,Underground water pipe burst near hospital entrance,6.464815,3.379635,,13/02/2026 04:03,Leak,Mosan-Okunola LCDA,Epe,Epe
PP20170320839,03/20/2017,Ijeoma Okoye,Female,2.34807E+12,ijeoma.okoye37@hotmail.com,38502055600,Badagry Division,Scott,94123,Public tap pipe severely damaged in residential community,6.430344,3.244129,,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20180416593,04/16/2018,Abdulrahman Ibrahim,Male,2.34906E+12,abdulrahman.ibrahim83@outlook.com,44066565914,Ikeja Division,Gough,94109,Flooding due to collapsed drainage system after rainfall,6.653461,3.324352,,13/02/2026 04:03,Blockage,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20140804957,08/04/2014,Ifeanyi Nnamdi,Male,2.34907E+12,ifeanyi.nnamdi16@yahoo.com,61428906934,Badagry Division,Staples,94112,new full bathroom in basement.,6.420025,2.876093,,13/02/2026 04:03,Sanitation failure,Yaba LCDA,Ikeja,Alimosho
PP20160929403,09/29/2016,Aisha Ojo,Female,2.34807E+12,aisha.ojo92@yahoo.com,4751180175,Lagos Island Division,Van Buren,94131,Cracked underground pipe slowly flooding compound,6.482632,3.361493,,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20110422687,04/22/2011,Opeyemi Owolabi,Female,2.34817E+12,opeyemi.owolabi90@outlook.com,22819465092,Ikeja Division,Moreland,94131,Flooding due to collapsed drainage system after rainfall,6.678425,3.31165,,13/02/2026 04:03,Blockage,Ikorodu West LCDA,Ikorodu,Ikorodu
PP20080424120,04/24/2008,Chinedu Owolabi,Male,2.34909E+12,chinedu.owolabi28@yahoo.com,42247977584,Badagry Division,Broadway,94123,Septic tank backflow causing strong sewage odor indoors,6.458202,3.258173,,13/02/2026 04:03,Sanitation failure,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20140506485,05/06/2014,Chisom Nwosu,Female,2.34804E+12,chisom.nwosu69@gmail.com,96030915085,Ikeja Division,Pacific,94109,Severe shower pipe rupture flooding entire bathroom,6.563141,3.320285,,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20190917454,09/17/2019,Kelechi Ibrahim,Male,2.34807E+12,kelechi.ibrahim76@yahoo.com,79971127741,Lagos Island Division,Vienna,94112,Water main leakage along roadside causing traffic obstruction,6.47082,3.355439,,13/02/2026 04:03,Leak,Iba LCDA,Ikeja,Agege
PP20101208625,12/08/2010,Yetunde Yakubu,Female,2.34813E+12,yetunde.yakubu98@gmail.com,33639511401,Badagry Division,Lombard,94109,install new peerless lc6 lonox compliant steam boiler.,6.451096,3.245836,,13/02/2026 04:03,Sanitation failure,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20191004024,10/04/2019,Ayomide Balogun,Male,2.34812E+12,ayomide.balogun40@outlook.com,28864117265,Ikeja Division,Hyde,94109,Water heater pipe leakage soaking utility area,6.66982,3.343929,,13/02/2026 04:03,Leak,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20140905829,09/05/2014,Ayomide Owolabi,Male,2.34809E+12,ayomide.owolabi87@gmail.com,52530782000,Ikeja Division,Leavenworth,94109,Toilet overflow due to heavily blocked drain system,6.59555,3.28639,,13/02/2026 04:03,Blockage,Eredo LCDA,Ikeja,Mushin
PP20100910757,09/10/2010,Chisom Ekanem,Female,2.34815E+12,chisom.ekanem61@outlook.com,89429898540,Lagos Island Division,Jamestown,94124,Open manhole with visible sewage leakage on street,6.462572,3.3692,,13/02/2026 04:03,Leak,Orile-Agege LCDA,Ikeja,Kosofe
PP20141201194,12/01/2014,Ngozi Okafor,Female,2.34811E+12,ngozi.okafor29@hotmail.com,54862451689,Epe Division,Franklin,94109,job b3148: rmeove and replace domestic boiler.,6.466369,3.593544,,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20081107176,11/07/2008,Aisha Ekanem,Female,2.34816E+12,aisha.ekanem61@outlook.com,84785332895,Badagry Division,Justin,94112,Sewer overflow spreading wastewater near market area,6.470112,3.348303,,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20080604244,06/04/2008,Ngozi Yakubu,Female,2.34907E+12,ngozi.yakubu80@yahoo.com,71312188564,Badagry Division,Mission,94103,repair damaged street trap,6.467445,3.343556,,13/02/2026 04:03,Sanitation failure,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20180719303,07/19/2018,Uche Mohammed,Male,2.34803E+12,uche.mohammed14@gmail.com,90337420047,Badagry Division,Fulton,94117,Flooding due to collapsed drainage system after rainfall,6.49312,3.339281,,13/02/2026 04:03,Blockage,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20171213131,12/13/2017,Ngozi Oladipo,Female,2.34904E+12,ngozi.oladipo13@outlook.com,89914327114,Ikeja Division,Carl,94117,Septic tank backflow causing strong sewage odor indoors,6.602293,3.358724,,13/02/2026 04:03,Sanitation failure,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20190410812,04/10/2019,Ijeoma Ajayi,Female,2.34817E+12,ijeoma.ajayi28@yahoo.com,99906819081,Lagos Island Division,Pizarro,94112,Toilet overflow due to heavily blocked drain system,6.450447,3.41858,,13/02/2026 04:03,Blockage,Eredo LCDA,Ikeja,Mushin
PP20080215094,02/15/2008,Tunde Ogunleye,Male,2.34907E+12,tunde.ogunleye93@outlook.com,87603650617,Badagry Division,16th,94116,"remodel bathroom, one shower pan",6.462801,3.180271,,13/02/2026 04:03,Sanitation failure,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20120507388,05/07/2012,Opeyemi Adebisi,Female,2.34811E+12,opeyemi.adebisi38@yahoo.com,13572550508,Ikeja Division,Faxon,94112,Water heater pipe leakage soaking utility area,6.574943,3.427672,,13/02/2026 04:03,Leak,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20141202211,12/02/2014,Oluwaseun Yakubu,Male,2.34909E+12,oluwaseun.yakubu46@yahoo.com,34008599545,Ikeja Division,Market,94103,Cracked underground pipe slowly flooding compound,6.678472,3.323626,,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20191206781,12/06/2019,Ngozi Ogunleye,Female,2.34814E+12,ngozi.ogunleye70@hotmail.com,76688805479,Ikeja Division,San Jose,94112,Underground water pipe burst near hospital entrance,6.559365,3.293014,,13/02/2026 04:03,Leak,Mosan-Okunola LCDA,Epe,Epe
PP20190529201,05/29/2019,Seyi Owolabi,Male,2.34819E+12,seyi.owolabi56@gmail.com,77499036164,Lagos Island Division,Wisconsin,94107,Severe shower pipe rupture flooding entire bathroom,6.52625,3.383728,,13/02/2026 04:03,Sanitation failure,Iba LCDA,Ikeja,Agege
PP20140129763,01/29/2014,Aisha Okafor,Female,2.34909E+12,aisha.okafor98@hotmail.com,55496308688,Epe Division,Beach,94123,Open manhole with visible sewage leakage on street,6.487073,3.577292,,13/02/2026 04:03,Leak,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20150611465,06/11/2015,Temitope Okoye,Female,2.34901E+12,temitope.okoye79@hotmail.com,61138683867,Ikeja Division,Brentwood,94127,Open manhole with visible sewage leakage on street,6.514516,3.345646,,13/02/2026 04:03,Leak,Isolo LCDA,Ikeja,Ikeja
PP20150921116,09/21/2015,Amaka Abiola,Female,2.34901E+12,amaka.abiola58@outlook.com,8707427274,Lagos Island Division,Agua,94127,kitchen remodel,6.440734,3.408067,,13/02/2026 04:03,Sanitation failure,Yaba LCDA,Ikeja,Alimosho
PP20080915704,09/15/2008,Amaka Bamidele,Female,2.34901E+12,amaka.bamidele27@yahoo.com,72955346072,Ikeja Division,Market,94111,Toilet overflow due to heavily blocked drain system,6.598786,3.419902,,13/02/2026 04:03,Blockage,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20150316838,03/16/2015,Tunde Adeyemi,Male,2.34907E+12,tunde.adeyemi98@hotmail.com,68199604644,Epe Division,Mission,94103,Underground water pipe burst near hospital entrance,6.482213,3.58634,,13/02/2026 04:03,Leak,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20170815902,08/15/2017,Ijeoma Nwosu,Female,2.34808E+12,ijeoma.nwosu31@outlook.com,59959199820,Ikeja Division,Market,94102,Toilet overflow due to heavily blocked drain system,6.668849,3.32527,,13/02/2026 04:03,Blockage,Badagry West LCDA,Ikeja,Kosofe
PP20080416805,04/16/2008,Kelechi Ojo,Male,2.34811E+12,kelechi.ojo85@gmail.com,8561012273,Lagos Island Division,Presidio,94115,Water main leakage along roadside causing traffic obstruction,6.493796,3.345322,,13/02/2026 04:03,Leak,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20110804026,08/04/2011,Seyi Ekanem,Male,2.34803E+12,seyi.ekanem69@outlook.com,1818433217,Badagry Division,Vallejo,94123,Toilet overflow due to heavily blocked drain system,6.463643,3.182597,,13/02/2026 04:03,Blockage,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20130213236,02/13/2013,Olamide Nnamdi,Male,2.34808E+12,olamide.nnamdi75@yahoo.com,58107741947,Badagry Division,Fulton,94118,Low water pressure affecting entire household supply,6.422454,2.885935,,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20121114082,11/14/2012,Zainab Okoye,Female,2.3481E+12,zainab.okoye73@yahoo.com,31228206059,Lagos Island Division,Gough,94109,Severe shower pipe rupture flooding entire bathroom,6.495273,3.352088,,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20171018656,10/18/2017,Ayomide Ogunleye,Male,2.34904E+12,ayomide.ogunleye67@outlook.com,36665672498,Ikeja Division,Vienna,94112,Public tap pipe severely damaged in residential community,6.602522,3.358882,,13/02/2026 04:03,Sanitation failure,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20120926831,09/26/2012,Ayomide Balogun,Male,2.34908E+12,ayomide.balogun39@outlook.com,75894184773,Lagos Island Division,Ocean,94127,Sudden burst water pipe inside bathroom wall causing flooding,6.512967,3.380075,,13/02/2026 04:03,Leak,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20080228474,02/28/2008,Kelechi Nnamdi,Male,2.34819E+12,kelechi.nnamdi19@gmail.com,30484455704,Ikeja Division,Divisadero,94117,shower pan inspection,6.58563,3.409519,,13/02/2026 04:03,Sanitation failure,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20140404697,04/04/2014,Opeyemi Chukwu,Female,2.34904E+12,opeyemi.chukwu55@outlook.com,82669262577,Ikeja Division,Jackson,94109,Sudden burst water pipe inside bathroom wall causing flooding,6.609621,3.338306,,13/02/2026 04:03,Leak,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20160919092,09/19/2016,Amaka Okoye,Female,2.34806E+12,amaka.okoye67@hotmail.com,51022631167,Lagos Island Division,Curtis,94112,Minor kitchen sink pipe leakage under cabinet,6.442766,3.398199,,13/02/2026 04:03,Leak,Ifako-Agege LCDA,Ikeja,Mushin
PP20080516738,05/16/2008,Tunde Owolabi,Male,2.34808E+12,tunde.owolabi94@yahoo.com,41209369823,Ikeja Division,Beale,94105,Open manhole with visible sewage leakage on street,6.574346,3.427329,,13/02/2026 04:03,Leak,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20160303408,03/03/2016,Olamide Nwosu,Male,2.34804E+12,olamide.nwosu60@yahoo.com,50494988023,Ikeja Division,Eastman,94109,Toilet overflow due to heavily blocked drain system,6.638878,3.327392,,13/02/2026 04:03,Blockage,Badagry West LCDA,Ikeja,Kosofe
PP20180424827,04/24/2018,Ngozi Akinyemi,Female,2.34808E+12,ngozi.akinyemi67@hotmail.com,8142331171,Badagry Division,28th,94131,Open manhole with visible sewage leakage on street,6.455342,3.242733,,13/02/2026 04:03,Leak,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20110309547,03/09/2011,Ifeanyi Bamidele,Male,2.34807E+12,ifeanyi.bamidele11@yahoo.com,96009228132,Epe Division,48th,94121,Toilet overflow due to heavily blocked drain system,6.59441,3.970947,,13/02/2026 04:03,Blockage,Ifako-Agege LCDA,Ikeja,Mushin
PP20110325986,03/25/2011,Adaeze Afolabi,Female,2.34813E+12,adaeze.afolabi27@gmail.com,65871207131,Badagry Division,Pine,94115,Sudden burst water pipe inside bathroom wall causing flooding,6.419806,2.87627,,13/02/2026 04:03,Leak,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20111206914,12/06/2011,Uche Adeyemi,Male,2.34814E+12,uche.adeyemi95@gmail.com,12947914329,Ikeja Division,California,94109,Sudden burst water pipe inside bathroom wall causing flooding,6.59973,3.34119,,13/02/2026 04:03,Leak,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20170410433,04/10/2017,Uche Ekanem,Male,2.34807E+12,uche.ekanem44@yahoo.com,58710741907,Ikeja Division,Duboce,94117,Severe shower pipe rupture flooding entire bathroom,6.617224,3.28663,,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20110311630,03/11/2011,Femi Abiola,Male,2.34909E+12,femi.abiola65@hotmail.com,75445416360,Epe Division,Wayne,94133,Sudden burst water pipe inside bathroom wall causing flooding,6.58952,3.980159,,13/02/2026 04:03,Leak,Badagry West LCDA,Ikeja,Kosofe
PP20130708227,07/08/2013,Amaka Afolabi,Female,2.34809E+12,amaka.afolabi91@outlook.com,51229047796,Ikeja Division,14th,94103,Sudden burst water pipe inside bathroom wall causing flooding,6.668655,3.330078,,13/02/2026 04:03,Leak,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20080313879,03/13/2008,Ifeanyi Ogunleye,Male,2.34817E+12,ifeanyi.ogunleye82@hotmail.com,67746135921,Ikeja Division,San Pablo,94127,Septic tank backflow causing strong sewage odor indoors,6.545982,3.310204,,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20170911598,09/11/2017,Ngozi Yakubu,Female,2.34905E+12,ngozi.yakubu81@gmail.com,3129592232,Lagos Island Division,Williams,94124,"to erect 3 stories, single family dwelling - underground, rough, finish. all plumbing work",6.539703,3.371419,,13/02/2026 04:03,Sanitation failure,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20191015292,10/15/2019,Chinedu Ibrahim,Male,2.34808E+12,chinedu.ibrahim17@gmail.com,58712724818,Badagry Division,Hattie,94114,Underground water pipe burst near hospital entrance,6.478418,3.348281,,13/02/2026 04:03,Leak,Bariga LCDA,Badagry,Amuwo-Odofin
PP20191001888,10/01/2019,Ifeanyi Adebisi,Male,2.34806E+12,ifeanyi.adebisi22@outlook.com,94837724905,Badagry Division,26th,94122,new fixtures in kitchen & bathroom.,6.452838,3.168449,,13/02/2026 04:03,Sanitation failure,Surulere LCDA,Lagos Island,Apapa
PP20180803683,08/03/2018,Oluwaseun Umeh,Male,2.3481E+12,oluwaseun.umeh30@gmail.com,80165921699,Ikeja Division,De Haro,94107,Major pipe burst near primary school disrupting access road,6.53032,3.349126,,13/02/2026 04:03,Leak,Ojodu LCDA,Lagos Island,Eti-Osa
PP20080617684,06/17/2008,Abdulrahman Adebisi,Male,2.34817E+12,abdulrahman.adebisi46@gmail.com,45863823929,Ikeja Division,Van Ness,94109,add 1 each fire sprinkler to existing computer room.,6.572286,3.308448,,13/02/2026 04:03,Sanitation failure,Ikorodu West LCDA,Ikorodu,Ikorodu
PP20140207996,02/07/2014,Zainab Oladipo,Female,2.34807E+12,zainab.oladipo61@gmail.com,20438325943,Epe Division,25th,94110,Underground water pipe burst near hospital entrance,6.575978,3.972128,,13/02/2026 04:03,Leak,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20111213064,12/13/2011,Zainab Danladi,Female,2.34818E+12,zainab.danladi57@yahoo.com,2397878900,Ikeja Division,Columbus,94133,Water main leakage along roadside causing traffic obstruction,6.564499,3.302388,,13/02/2026 04:03,Leak,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20130610462,06/10/2013,Chukwudi Oladipo,Male,2.34908E+12,chukwudi.oladipo87@gmail.com,23196853505,Badagry Division,Jackson,94115,"new kitchen sink & dishwasher, remodel 2 bathrooms",6.450438,3.259558,,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20080918889,09/18/2008,Abdulrahman Bamidele,Male,2.34905E+12,abdulrahman.bamidele60@hotmail.com,32587785760,Badagry Division,Lobos,94112,Open manhole with visible sewage leakage on street,6.445157,3.249541,,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20180831487,08/31/2018,Olamide Ojo,Male,2.34903E+12,olamide.ojo95@hotmail.com,53229706930,Badagry Division,26th,94116,plumbing work for walk-in tub installation.,6.460834,3.189833,,13/02/2026 04:03,Sanitation failure,Mosan-Okunola LCDA,Epe,Epe
PP20080602153,06/02/2008,Ayomide Okoye,Male,2.34903E+12,ayomide.okoye84@yahoo.com,16905326845,Ikeja Division,Westwood,94112,"final inspection for three bathrooms, kitchen, laundry & furnace.",6.675707,3.326399,,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20120814794,08/14/2012,Opeyemi Nwosu,Female,2.34818E+12,opeyemi.nwosu54@hotmail.com,69552246512,Ikeja Division,06th,94103,replace 2x120gal storage tanks.,6.583936,3.412982,,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20120125976,01/25/2012,Ayomide Nnamdi,Male,2.34906E+12,ayomide.nnamdi18@hotmail.com,46592649351,Lagos Island Division,Harrison,94105,Low water pressure affecting entire household supply,6.482124,3.363376,,13/02/2026 04:03,Sanitation failure,Surulere LCDA,Lagos Island,Apapa
PP20110426774,04/26/2011,Opeyemi Adebisi,Female,2.34819E+12,opeyemi.adebisi25@outlook.com,61671762601,Ikorodu Division,Lexington,94110,"relocate kitchen, add new bathroom and add a toilet room.",6.638322,3.501663,,13/02/2026 04:03,Sanitation failure,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20100803882,08/03/2010,Abdulrahman Danladi,Male,2.34814E+12,abdulrahman.danladi40@gmail.com,48045241724,Epe Division,Fillmore,94123,Flooding due to collapsed drainage system after rainfall,6.46227,3.576293,,13/02/2026 04:03,Blockage,Yaba LCDA,Ikeja,Alimosho
PP20150224296,02/24/2015,Olamide Afolabi,Male,2.34906E+12,olamide.afolabi14@outlook.com,4081582506,Ikeja Division,Bush,94109,Severe shower pipe rupture flooding entire bathroom,6.677046,3.333085,,13/02/2026 04:03,Sanitation failure,Coker-Aguda LCDA,Ikeja,Agege
