,Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),LGA Zone,Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time
2289,PP20101109027,2010-11-09,Ayomide Umeh,Male,2348025184497,ayomide.umeh69@hotmail.com,3884610135,Ikeja Division,Oshodi-Isolo,14th,94103.0,Low water pressure affecting entire household supply,6.547936,3.316416,Other,2026-02-13 04:03:00
2290,PP20180801629,2018-08-01,Tunde Adebisi,Male,2348082893931,tunde.adebisi52@gmail.com,21678971200,Badagry Division,Ojo,Market,94102.0,Water main leakage along roadside causing traffic obstruction,6.463095,3.173155,Other,2026-02-13 04:03:00
2291,PP20141030411,2014-10-30,Tunde Mohammed,Male,2349023627791,tunde.mohammed49@hotmail.com,52397458124,Ikeja Division,Ifako-Ijaiye,Girard,94134.0,Severe shower pipe rupture flooding entire bathroom,6.66974,3.33644,Other,2026-02-13 04:03:00
2292,PP20100430696,2010-04-30,Kelechi Afolabi,Male,2348067003107,kelechi.afolabi94@yahoo.com,17132335999,Ikeja Division,Mushin,Sutro Heights,94121.0,Sewer overflow spreading wastewater near market area,6.525417,3.366531,Other,2026-02-13 04:03:00
2293,PP20130628065,2013-06-28,Femi Akinyemi,Male,2348033217289,femi.akinyemi72@hotmail.com,82076149383,Lagos Island Division,Eti-Osa,Fillmore,94123.0,Sudden burst water pipe inside bathroom wall causing flooding,6.443315,3.431089,Other,2026-02-13 04:03:00
2294,PP20160106780,2016-01-06,Bola Oladipo,Female,2349048249587,bola.oladipo53@yahoo.com,47255682444,Ikeja Division,Kosofe,Frederick,94117.0,kitchen remodel.,6.578703,3.405902,Other,2026-02-13 04:03:00
2295,PP20140127717,2014-01-27,Oluwaseun Umeh,Male,2348031444374,oluwaseun.umeh37@yahoo.com,50825367395,Ikeja Division,Ifako-Ijaiye,Denslowe,94132.0,Blocked drainage channel causing street-level flooding,6.663664,3.330562,Other,2026-02-13 04:03:00
2296,PP20140722559,2014-07-22,Zainab Bamidele,Female,2348199403055,zainab.bamidele65@hotmail.com,96968723866,Ikeja Division,Kosofe,31st,94121.0,Cracked underground pipe slowly flooding compound,6.588758,3.394984,Other,2026-02-13 04:03:00
2297,PP20081230982,2008-12-30,Abdulrahman Ogunleye,Male,2348027310269,abdulrahman.ogunleye43@yahoo.com,1033440657,Ikeja Division,Ifako-Ijaiye,Noe,94114.0,Severe shower pipe rupture flooding entire bathroom,6.669719,3.330181,Other,2026-02-13 04:03:00
2298,PP20110309577,2011-03-09,Seyi Balogun,Male,2348139746135,seyi.balogun98@hotmail.com,30289612131,Ikeja Division,Agege,Encline,94127.0,Low water pressure affecting entire household supply,6.612725,3.348913,Other,2026-02-13 04:03:00
2299,PP20100209968,2010-02-09,Ijeoma Ekanem,Female,2348184516785,ijeoma.ekanem65@gmail.com,36795852082,Ikeja Division,Alimosho,Jules,94112.0,Public tap pipe severely damaged in residential community,6.613218,3.308102,Other,2026-02-13 04:03:00
2300,PP20160811007,2016-08-11,Temitope Okafor,Female,2348090853980,temitope.okafor70@hotmail.com,1277151692,Ikorodu Division,Ikorodu,Commercial,94111.0,"installation of 10' gas manifold w/ ansul valve for double wok + griddle, also installing a grease trap",6.61724,3.519875,Other,2026-02-13 04:03:00
2301,PP20091102054,2009-11-02,Ijeoma Mohammed,Female,2348032011695,ijeoma.mohammed29@hotmail.com,72950760641,Lagos Island Division,Surulere,Jackson,94115.0,install replacement heating boiler.,6.513251,3.373917,Other,2026-02-13 04:03:00
2302,PP20080715466,2008-07-15,Yetunde Ibrahim,Female,2348148489818,yetunde.ibrahim51@outlook.com,1515775435,Lagos Island Division,Lagos Island,Funston,94116.0,Cracked underground pipe slowly flooding compound,6.443179,3.392163,Other,2026-02-13 04:03:00
2303,PP20150423964,2015-04-23,Chisom Ekanem,Female,2349022867687,chisom.ekanem88@gmail.com,49358879084,Ikeja Division,Oshodi-Isolo,Turk,94118.0,Underground water pipe burst near hospital entrance,6.550148,3.312993,Other,2026-02-13 04:03:00
2304,PP20081208282,2008-12-08,Ngozi Ogunleye,Female,2348061413145,ngozi.ogunleye82@hotmail.com,27781939150,Epe Division,Ibeju-Lekki,Ellis,94115.0,Bathroom floor drain completely clogged with wastewater backup,6.476864,3.576611,Other,2026-02-13 04:03:00
2305,PP20080407543,2008-04-07,Opeyemi Adebisi,Female,2348130714742,opeyemi.adebisi40@outlook.com,92167180121,Lagos Island Division,Lagos Island,Taraval,94116.0,plumbing inspection (final) for kitchen in unit # 8 bathroon in unit #5 & bath in unit #7,6.454778,3.374501,Other,2026-02-13 04:03:00
2306,PP20110404213,2011-04-04,Chukwudi Nnamdi,Male,2349050076992,chukwudi.nnamdi79@hotmail.com,7045626792,Ikeja Division,Oshodi-Isolo,Mission,94110.0,Blocked drainage channel causing street-level flooding,6.568019,3.302976,Other,2026-02-13 04:03:00
2307,PP20171222441,2017-12-22,Kunle Nwosu,Male,2349077096111,kunle.nwosu85@outlook.com,40872300558,Badagry Division,Ajeromi-Ifelodun,Kennedy,94124.0,Persistent dripping tap in kitchen wasting water daily,6.467259,3.330204,Other,2026-02-13 04:03:00
2308,PP20180501013,2018-05-01,Seyi Nnamdi,Male,2349046338986,seyi.nnamdi60@yahoo.com,42576920353,Ikeja Division,Ifako-Ijaiye,29th,94121.0,Flooding due to collapsed drainage system after rainfall,6.68126,3.300225,Other,2026-02-13 04:03:00
2309,PP20171012459,2017-10-12,Bola Ojo,Female,2348179379226,bola.ojo31@hotmail.com,49644103972,Ikeja Division,Ifako-Ijaiye,Connecticut,94107.0,Sewer overflow spreading wastewater near market area,6.669634,3.327542,Other,2026-02-13 04:03:00
2310,PP20131218788,2013-12-18,Uche Chukwu,Male,2348148330026,uche.chukwu43@outlook.com,59188371915,Lagos Island Division,Lagos Island,Ritch,94107.0,Water heater pipe leakage soaking utility area,6.449564,3.411962,Other,2026-02-13 04:03:00
2311,PP20080718628,2008-07-18,Obinna Ibrahim,Male,2348113155837,obinna.ibrahim69@outlook.com,10911452719,Ikorodu Division,Ikorodu,25th,94132.0,"install plumbing for basement includes bathrooms, laundry room, install furnace, heater in garage.",6.610527,3.518218,Other,2026-02-13 04:03:00
2312,PP20110316752,2011-03-16,Ngozi Akinyemi,Female,2348152185798,ngozi.akinyemi33@hotmail.com,23445396738,Lagos Island Division,Lagos Island,Granville,94127.0,Low water pressure affecting entire household supply,6.457663,3.407315,Other,2026-02-13 04:03:00
2313,PP20190416956,2019-04-16,Yetunde Ibrahim,Female,2348190486612,yetunde.ibrahim29@hotmail.com,57804691662,Badagry Division,Ajeromi-Ifelodun,Geary,94115.0,Septic tank backflow causing strong sewage odor indoors,6.460028,3.32597,Other,2026-02-13 04:03:00
2314,PP20110608716,2011-06-08,Ifeanyi Afolabi,Male,2349031984684,ifeanyi.afolabi36@yahoo.com,86946653717,Epe Division,Epe,17th,94110.0,Sewer overflow spreading wastewater near market area,6.594961,3.987853,Other,2026-02-13 04:03:00
2315,PP20150223239,2015-02-23,Temitope Bamidele,Female,2348175370049,temitope.bamidele53@gmail.com,46268608614,Ikeja Division,Oshodi-Isolo,Folsom,94110.0,Water main leakage along roadside causing traffic obstruction,6.538151,3.302707,Other,2026-02-13 04:03:00
2316,PP20160104700,2016-01-04,Adebayo Ibrahim,Male,2348111274255,adebayo.ibrahim74@outlook.com,91683257774,Ikeja Division,Oshodi-Isolo,Broadway,94123.0,Bathroom floor drain completely clogged with wastewater backup,6.557464,3.316478,Other,2026-02-13 04:03:00
2317,PP20110919098,2011-09-19,Oluwaseun Oladipo,Male,2348164451512,oluwaseun.oladipo55@hotmail.com,51542731211,Lagos Island Division,Apapa,Market,94105.0,fire sprinkler tenant improvement on the 8th floor macys.com space ar&b 10-192.,6.442008,3.329857,Other,2026-02-13 04:03:00
2318,PP20131009888,2013-10-09,Chioma Adebisi,Female,2348030083496,chioma.adebisi63@hotmail.com,26909502371,Lagos Island Division,Apapa,Kansas,94107.0,Blocked drainage channel causing street-level flooding,6.454032,3.346797,Other,2026-02-13 04:03:00
2319,PP20080416840,2008-04-16,Chisom Ojo,Female,2349019839907,chisom.ojo48@gmail.com,62051252426,Lagos Island Division,Lagos Mainland,Washington,94111.0,Water pipeline rupture near highway causing erosion,6.504227,3.350877,Other,2026-02-13 04:03:00
2320,PP20160224195,2016-02-24,Zainab Oladipo,Female,2348066284428,zainab.oladipo16@yahoo.com,60526092917,Epe Division,Ibeju-Lekki,Teresita,94127.0,Cracked underground pipe slowly flooding compound,6.47814,3.586286,Other,2026-02-13 04:03:00
2321,PP20130924419,2013-09-24,Olamide Ojo,Male,2348051889339,olamide.ojo52@hotmail.com,78816635050,Badagry Division,Ajeromi-Ifelodun,California,94109.0,Sudden burst water pipe inside bathroom wall causing flooding,6.464443,3.34719,Other,2026-02-13 04:03:00
2322,PP20140402571,2014-04-02,Ifeanyi Nwosu,Male,2349058792565,ifeanyi.nwosu93@gmail.com,43544291697,Badagry Division,Amuwo-Odofin,20th,94122.0,Persistent dripping tap in kitchen wasting water daily,6.456373,3.266163,Other,2026-02-13 04:03:00
2323,PP20100723638,2010-07-23,Bola Okafor,Female,2349028318254,bola.okafor52@gmail.com,48027419802,Ikeja Division,Kosofe,46th,94122.0,Sudden burst water pipe inside bathroom wall causing flooding,6.569373,3.416354,Other,2026-02-13 04:03:00
2324,PP20160211837,2016-02-11,Chukwudi Bamidele,Male,2348161082688,chukwudi.bamidele82@outlook.com,36311906891,Ikorodu Division,Ikorodu,Mission,94103.0,bathroom,6.603233,3.508206,Other,2026-02-13 04:03:00
2325,PP20140130808,2014-01-30,Aisha Eze,Female,2348189578254,aisha.eze36@hotmail.com,67238357910,Epe Division,Epe,Buchanan,94115.0,High-pressure pipe burst affecting multiple residential buildings,6.581514,3.989866,Other,2026-02-13 04:03:00
2326,PP20090401311,2009-04-01,Bola Ajayi,Female,2348096805439,bola.ajayi34@hotmail.com,60341939630,Ikorodu Division,Ikorodu,Balboa,94121.0,install hand sink on counter,6.619856,3.516734,Other,2026-02-13 04:03:00
2327,PP20080611475,2008-06-11,Zainab Mohammed,Female,2348180396309,zainab.mohammed75@gmail.com,93543195553,Ikeja Division,Kosofe,20th,94114.0,renew permit #486257 for final inspection.,6.590334,3.438249,Other,2026-02-13 04:03:00
2328,PP20141009876,2014-10-09,Aisha Umeh,Female,2348020946871,aisha.umeh18@outlook.com,70977488931,Badagry Division,Ojo,Jones,94102.0,Major pipe burst near primary school disrupting access road,6.457847,3.17359,Other,2026-02-13 04:03:00
2329,PP20161026169,2016-10-26,Temitope Umeh,Female,2348113944350,temitope.umeh88@gmail.com,7762297710,Ikeja Division,Oshodi-Isolo,Market,94105.0,Open manhole with visible sewage leakage on street,6.556061,3.300077,Other,2026-02-13 04:03:00
2330,PP20120730415,2012-07-30,Tunde Ajayi,Male,2349013378353,tunde.ajayi30@yahoo.com,207783763,Ikeja Division,Agege,Sutter,94115.0,Bathroom floor drain completely clogged with wastewater backup,6.63032,3.333168,Other,2026-02-13 04:03:00
2331,PP20080829012,2008-08-29,Ifeanyi Ajayi,Male,2348068358266,ifeanyi.ajayi25@yahoo.com,2771603633,Ikeja Division,Oshodi-Isolo,Bertha,94124.0,"interior plumbing fixture includes w.c., lav, kit, tub, range. (bldg# 19)",6.547944,3.303387,Other,2026-02-13 04:03:00
2332,PP20190307761,2019-03-07,Zainab Chukwu,Female,2348021475625,zainab.chukwu35@hotmail.com,60456661586,Badagry Division,Amuwo-Odofin,Pfeiffer,94133.0,Flooding due to collapsed drainage system after rainfall,6.457184,3.248423,Other,2026-02-13 04:03:00
2333,PP20130509608,2013-05-09,Temitope Nwosu,Female,2348112564977,temitope.nwosu38@gmail.com,61682151093,Badagry Division,Amuwo-Odofin,Kansas,94107.0,Open manhole with visible sewage leakage on street,6.443583,3.266654,Other,2026-02-13 04:03:00
2334,PP20161103385,2016-11-03,Chioma Nnamdi,Female,2349056266393,chioma.nnamdi55@hotmail.com,89225579577,Ikeja Division,Oshodi-Isolo,Urbano,94127.0,Persistent dripping tap in kitchen wasting water daily,6.545038,3.308456,Other,2026-02-13 04:03:00
2335,PP20090604803,2009-06-04,Opeyemi Nwosu,Female,2349029642555,opeyemi.nwosu80@gmail.com,64305736246,Lagos Island Division,Eti-Osa,Guerrero,94110.0,Cracked underground pipe slowly flooding compound,6.439623,3.405587,Other,2026-02-13 04:03:00
2336,PP20141203226,2014-12-03,Uche Yakubu,Male,2348039669353,uche.yakubu24@gmail.com,88635328472,Lagos Island Division,Apapa,Oak,94117.0,"install one new bathroom with toilet, vanity and shower. remodel one other bathroom and a kitchen, 1 shower pan.",6.453603,3.348449,Other,2026-02-13 04:03:00
2337,PP20150313807,2015-03-13,Obinna Adeyemi,Male,2348183586154,obinna.adeyemi18@gmail.com,80131861351,Lagos Island Division,Lagos Island,22nd,94116.0,Sudden burst water pipe inside bathroom wall causing flooding,6.462328,3.385073,Other,2026-02-13 04:03:00
2338,PP20130401559,2013-04-01,Emeka Ibrahim,Male,2349057728568,emeka.ibrahim41@yahoo.com,82134322225,Ikeja Division,Ikeja,Kansas,94107.0,Public tap pipe severely damaged in residential community,6.608728,3.362558,Other,2026-02-13 04:03:00
2339,PP20130730821,2013-07-30,Adebayo Akinyemi,Male,2348166980028,adebayo.akinyemi68@hotmail.com,36630865488,Lagos Island Division,Surulere,Stonecrest,94132.0,Cracked underground pipe slowly flooding compound,6.505514,3.363313,Other,2026-02-13 04:03:00
2340,PP20110304444,2011-03-04,Femi Ekanem,Male,2348020471350,femi.ekanem93@outlook.com,95760189321,Badagry Division,Ojo,Laguna,94115.0,Major pipe burst near primary school disrupting access road,6.458687,3.177236,Other,2026-02-13 04:03:00
2341,PP20131009869,2013-10-09,Oluwaseun Mohammed,Male,2348173388579,oluwaseun.mohammed92@yahoo.com,76820844277,Ikeja Division,Ikeja,California,94115.0,Flooding due to collapsed drainage system after rainfall,6.61651,3.344505,Other,2026-02-13 04:03:00
2342,PP20131112869,2013-11-12,Amaka Yakubu,Female,2349039721547,amaka.yakubu68@yahoo.com,3581690939,Ikeja Division,Alimosho,Washington,94115.0,Blocked drainage channel causing street-level flooding,6.598629,3.301654,Other,2026-02-13 04:03:00
2343,PP20180530823,2018-05-30,Oluwaseun Akinyemi,Male,2348029269394,oluwaseun.akinyemi20@hotmail.com,62237279877,Lagos Island Division,Eti-Osa,Precita,94110.0,1st and 2nd floor: kitchen and bath remodel. relocate one bathroom and build new master bathroom,6.425139,3.412399,Other,2026-02-13 04:03:00
2344,PP20111115477,2011-11-15,Ijeoma Akinyemi,Female,2348100068379,ijeoma.akinyemi35@yahoo.com,83270903929,Epe Division,Ibeju-Lekki,North Point,94133.0,Public tap pipe severely damaged in residential community,6.455564,3.580171,Other,2026-02-13 04:03:00
2345,PP20110401196,2011-04-01,Abdulrahman Adebisi,Male,2348176148822,abdulrahman.adebisi11@yahoo.com,18428739447,Badagry Division,Badagry,Francisco,94109.0,High-pressure pipe burst affecting multiple residential buildings,6.414173,2.887431,Other,2026-02-13 04:03:00
2346,PP20090608859,2009-06-08,Oluwaseun Umeh,Male,2348036546348,oluwaseun.umeh50@yahoo.com,62551062474,Badagry Division,Badagry,20th,94110.0,Septic tank backflow causing strong sewage odor indoors,6.424513,2.890269,Other,2026-02-13 04:03:00
2347,PP20150406475,2015-04-06,Obinna Ojo,Male,2348188351285,obinna.ojo40@outlook.com,44610346089,Lagos Island Division,Surulere,Cesar Chavez,94131.0,Flooding due to collapsed drainage system after rainfall,6.494991,3.358818,Other,2026-02-13 04:03:00
2348,PP20111012659,2011-10-12,Ayomide Chukwu,Male,2349074165157,ayomide.chukwu64@gmail.com,35083475929,Lagos Island Division,Lagos Island,Folsom,94110.0,Bathroom floor drain completely clogged with wastewater backup,6.459202,3.407426,Other,2026-02-13 04:03:00
2349,PP20090917065,2009-09-17,Emeka Ibrahim,Male,2348150301055,emeka.ibrahim70@gmail.com,75142382478,Ikeja Division,Oshodi-Isolo,Potrero,94110.0,Open manhole with visible sewage leakage on street,6.554863,3.303409,Other,2026-02-13 04:03:00
2350,PP20080311802,2008-03-11,Oluwaseun Ojo,Male,2348193375143,oluwaseun.ojo45@hotmail.com,63811312420,Badagry Division,Ajeromi-Ifelodun,Oak,94117.0,Open manhole with visible sewage leakage on street,6.456771,3.318848,Other,2026-02-13 04:03:00
2351,PP20150730735,2015-07-30,Chinedu Ogunleye,Male,2348123742930,chinedu.ogunleye32@yahoo.com,25282224648,Epe Division,Epe,Mount Vernon,94112.0,Blocked drainage channel causing street-level flooding,6.590663,3.98938,Other,2026-02-13 04:03:00
2352,PP20120718144,2012-07-18,Zainab Okoye,Female,2349059351487,zainab.okoye27@outlook.com,50827273056,Badagry Division,Ajeromi-Ifelodun,Potrero,94103.0,to comply with complaint #200455367. remove kitchen.,6.472474,3.332013,Other,2026-02-13 04:03:00
2353,PP20190529192,2019-05-29,Ayomide Bamidele,Male,2349020927241,ayomide.bamidele43@yahoo.com,75048245431,Ikorodu Division,Ikorodu,27th,94116.0,Underground water pipe burst near hospital entrance,6.633469,3.505659,Other,2026-02-13 04:03:00
2354,PP20180117982,2018-01-17,Amaka Oladipo,Female,2348170944518,amaka.oladipo37@outlook.com,49007301464,Badagry Division,Ojo,Funston,94118.0,Septic tank backflow causing strong sewage odor indoors,6.470553,3.182613,Other,2026-02-13 04:03:00
2355,PP20131007779,2013-10-07,Kelechi Danladi,Male,2348031483513,kelechi.danladi58@hotmail.com,95629475181,Ikeja Division,Oshodi-Isolo,Massasoit,94110.0,Toilet overflow due to heavily blocked drain system,6.547516,3.314025,Other,2026-02-13 04:03:00
2356,PP20181129043,2018-11-29,Chisom Okoye,Female,2348148103303,chisom.okoye80@outlook.com,51960378928,Epe Division,Ibeju-Lekki,Mission,94110.0,Sewer overflow spreading wastewater near market area,6.474096,3.58857,Other,2026-02-13 04:03:00
2357,PP20161110574,2016-11-10,Kunle Abiola,Male,2348172193768,kunle.abiola71@yahoo.com,73094644425,Ikeja Division,Ifako-Ijaiye,Appleton,94110.0,Septic tank backflow causing strong sewage odor indoors,6.670613,3.328221,Other,2026-02-13 04:03:00
2358,PP20181004452,2018-10-04,Chukwudi Danladi,Male,2348100117381,chukwudi.danladi33@outlook.com,39135587492,Lagos Island Division,Lagos Island,Eureka,94114.0,Water heater pipe leakage soaking utility area,6.477984,3.406543,Other,2026-02-13 04:03:00
2359,PP20170824161,2017-08-24,Emeka Okoye,Male,2348163025804,emeka.okoye86@outlook.com,34083744179,Ikeja Division,Agege,Market,94102.0,Cracked underground pipe slowly flooding compound,6.622728,3.337118,Other,2026-02-13 04:03:00
2360,PP20180307418,2018-03-07,Olamide Akinyemi,Male,2349016347124,olamide.akinyemi58@gmail.com,61587926336,Ikeja Division,Agege,Broadway,94123.0,Public tap pipe severely damaged in residential community,6.625572,3.34118,Other,2026-02-13 04:03:00
2361,PP20170127508,2017-01-27,Emeka Ogunleye,Male,2349093428750,emeka.ogunleye68@outlook.com,60051211775,Lagos Island Division,Surulere,Osceola,94124.0,replace drain lines and sewer lines inside (35') outside 10' (open trench),6.497162,3.357764,Other,2026-02-13 04:03:00
2362,PP20150513607,2015-05-13,Chukwudi Adeyemi,Male,2349036943872,chukwudi.adeyemi31@gmail.com,24646963995,Ikeja Division,Ikeja,Sloat,94116.0,Underground water pipe burst near hospital entrance,6.600991,3.319796,Other,2026-02-13 04:03:00
2363,PP20080414734,2008-04-14,Ngozi Bamidele,Female,2348165360059,ngozi.bamidele94@gmail.com,83907378708,Lagos Island Division,Lagos Mainland,Jones,94102.0,"remove unit #509 from pp #20080408596 per inspector, no work done on unit #509.",6.526506,3.374315,Other,2026-02-13 04:03:00
2364,PP20120615379,2012-06-15,Opeyemi Yakubu,Female,2348156868987,opeyemi.yakubu89@yahoo.com,47562889133,Lagos Island Division,Lagos Island,Stanyan,94118.0,High-pressure pipe burst affecting multiple residential buildings,6.470027,3.394893,Other,2026-02-13 04:03:00
2365,PP20090526550,2009-05-26,Kunle Umeh,Male,2348092246960,kunle.umeh78@gmail.com,3215298877,Ikeja Division,Ikeja,06th,94103.0,Severe shower pipe rupture flooding entire bathroom,6.58991,3.351001,Other,2026-02-13 04:03:00
2366,PP20110509033,2011-05-09,Opeyemi Nnamdi,Female,2348187031453,opeyemi.nnamdi69@gmail.com,15391196074,Ikeja Division,Ikeja,Clement,94118.0,Flooding due to collapsed drainage system after rainfall,6.591339,3.356234,Other,2026-02-13 04:03:00
2367,PP20140610390,2014-06-10,Amaka Mohammed,Female,2348163631360,amaka.mohammed15@gmail.com,97101537884,Lagos Island Division,Apapa,04th,94107.0,Severe shower pipe rupture flooding entire bathroom,6.451709,3.368578,Other,2026-02-13 04:03:00
2368,PP20100809015,2010-08-09,Chioma Yakubu,Female,2348173577841,chioma.yakubu20@hotmail.com,56392193840,Ikeja Division,Oshodi-Isolo,Darien,94127.0,water heater install.,6.545691,3.30844,Other,2026-02-13 04:03:00
2369,PP20190701174,2019-07-01,Opeyemi Okoye,Female,2348051850266,opeyemi.okoye88@outlook.com,45954749223,Badagry Division,Badagry,Grove,94102.0,Water heater pipe leakage soaking utility area,6.40135,2.892015,Other,2026-02-13 04:03:00
2370,PP20180601946,2018-06-01,Obinna Nnamdi,Male,2348072645256,obinna.nnamdi60@outlook.com,97861855508,Badagry Division,Badagry,Marview,94131.0,Toilet overflow due to heavily blocked drain system,6.420189,2.889958,Other,2026-02-13 04:03:00
2371,PP20151113568,2015-11-13,Aisha Umeh,Female,2348167115740,aisha.umeh28@yahoo.com,56042813282,Ikorodu Division,Ikorodu,Page,94117.0,Major pipe burst near primary school disrupting access road,6.619416,3.514648,Other,2026-02-13 04:03:00
2372,PP20181113549,2018-11-13,Femi Umeh,Male,2348130983907,femi.umeh90@outlook.com,7006839344,Badagry Division,Ajeromi-Ifelodun,Divisadero,94117.0,Sudden burst water pipe inside bathroom wall causing flooding,6.482743,3.330449,Other,2026-02-13 04:03:00
2373,PP20130614632,2013-06-14,Adaeze Nwosu,Female,2349011008056,adaeze.nwosu12@outlook.com,18988807739,Lagos Island Division,Lagos Mainland,Castro,94114.0,Sewer overflow spreading wastewater near market area,6.525786,3.368339,Other,2026-02-13 04:03:00
2374,PP20090722829,2009-07-22,Ayomide Chukwu,Male,2348064339059,ayomide.chukwu40@yahoo.com,29231898,Badagry Division,Ojo,Castro,94114.0,Toilet overflow due to heavily blocked drain system,6.452317,3.183978,Other,2026-02-13 04:03:00
2375,PP20180716185,2018-07-16,Ijeoma Balogun,Female,2348169667657,ijeoma.balogun56@hotmail.com,96127838316,Ikeja Division,Mushin,Sutter,94109.0,Blocked drainage channel causing street-level flooding,6.538339,3.352037,Other,2026-02-13 04:03:00
2376,PP20170912639,2017-09-12,Ifeanyi Okoye,Male,2349028239572,ifeanyi.okoye26@outlook.com,81758404966,Ikeja Division,Agege,19th,94132.0,Minor kitchen sink pipe leakage under cabinet,6.613141,3.331931,Other,2026-02-13 04:03:00
2377,PP20170606954,2017-06-06,Ifeanyi Owolabi,Male,2348125444868,ifeanyi.owolabi54@gmail.com,39559904647,Badagry Division,Ojo,Hearst,94112.0,Water main leakage along roadside causing traffic obstruction,6.455652,3.18595,Other,2026-02-13 04:03:00
2378,PP20150122408,2015-01-22,Aisha Owolabi,Female,2348178553714,aisha.owolabi69@yahoo.com,8174966072,Lagos Island Division,Lagos Mainland,Van Ness,94102.0,Flooding due to collapsed drainage system after rainfall,6.509427,3.392009,Other,2026-02-13 04:03:00
2379,PP20190115253,2019-01-15,Chukwudi Okoye,Male,2348199105134,chukwudi.okoye84@gmail.com,32169460915,Badagry Division,Ojo,Bay Shore,94134.0,Water pipeline rupture near highway causing erosion,6.454346,3.190219,Other,2026-02-13 04:03:00
2380,PP20191022526,2019-10-22,Yetunde Yakubu,Female,2349069043696,yetunde.yakubu79@hotmail.com,52902306276,Ikorodu Division,Ikorodu,Terra Vista,94115.0,Sewer overflow spreading wastewater near market area,6.6067,3.517188,Other,2026-02-13 04:03:00
2381,PP20181101283,2018-11-01,Tunde Bamidele,Male,2349073394424,tunde.bamidele30@gmail.com,57819894006,Ikorodu Division,Ikorodu,Elsie,94110.0,Toilet overflow due to heavily blocked drain system,6.626119,3.514342,Other,2026-02-13 04:03:00
2382,PP20130327416,2013-03-27,Emeka Chukwu,Male,2349047674178,emeka.chukwu67@outlook.com,59809999679,Epe Division,Ibeju-Lekki,Eddy,94109.0,High-pressure pipe burst affecting multiple residential buildings,6.460056,3.587495,Other,2026-02-13 04:03:00
2383,PP20180618427,2018-06-18,Abdulrahman Yakubu,Male,2348030520578,abdulrahman.yakubu37@gmail.com,30212592930,Lagos Island Division,Lagos Mainland,Clarendon,94114.0,Persistent dripping tap in kitchen wasting water daily,6.512569,3.376672,Other,2026-02-13 04:03:00
2384,PP20130719555,2013-07-19,Temitope Ekanem,Female,2348085042685,temitope.ekanem91@outlook.com,51344323223,Ikeja Division,Mushin,Market,94103.0,Toilet overflow due to heavily blocked drain system,6.537594,3.362567,Other,2026-02-13 04:03:00
2385,PP20121002984,2012-10-02,Emeka Umeh,Male,2349046844934,emeka.umeh55@hotmail.com,88731857375,Lagos Island Division,Lagos Mainland,Market,94102.0,fire sprinkler relocates (12-761) 8th flr,6.524552,3.369452,Other,2026-02-13 04:03:00
2386,PP20141201187,2014-12-01,Chisom Nnamdi,Female,2348092381784,chisom.nnamdi98@yahoo.com,55800409831,Lagos Island Division,Lagos Mainland,Connecticut,94107.0,"remkodel of existing kitchen & master bathroo, shower pan",6.530856,3.379394,Other,2026-02-13 04:03:00
2387,PP20080314907,2008-03-14,Tunde Ekanem,Male,2348095078907,tunde.ekanem34@outlook.com,28727353498,Badagry Division,Amuwo-Odofin,Mississippi,94107.0,Severe shower pipe rupture flooding entire bathroom,6.426797,3.257826,Other,2026-02-13 04:03:00
2388,PP20080617698,2008-06-17,Abdulrahman Okoye,Male,2349025974766,abdulrahman.okoye58@gmail.com,18246130251,Badagry Division,Ajeromi-Ifelodun,Presidio,94115.0,one shower pan inspection,6.466458,3.345325,Other,2026-02-13 04:03:00
2389,PP20190430336,2019-04-30,Chioma Ibrahim,Female,2349068558566,chioma.ibrahim55@outlook.com,76209334211,Badagry Division,Badagry,Munich,94112.0,Sewer overflow spreading wastewater near market area,6.404047,2.853233,Other,2026-02-13 04:03:00
2390,PP20121114073,2012-11-14,Amaka Adebisi,Female,2348037536709,amaka.adebisi72@gmail.com,76082203912,Lagos Island Division,Eti-Osa,Athens,94112.0,Sewer overflow spreading wastewater near market area,6.435891,3.424816,Other,2026-02-13 04:03:00
2391,PP20160719230,2016-07-19,Chioma Oladipo,Female,2348153398530,chioma.oladipo97@gmail.com,2352517405,Ikeja Division,Kosofe,Clay,94115.0,final for all work done on permit pw20150430990.,6.566393,3.406915,Other,2026-02-13 04:03:00
2392,PP20171204821,2017-12-04,Kunle Nwosu,Male,2348108449774,kunle.nwosu21@yahoo.com,23977740887,Lagos Island Division,Eti-Osa,Marview,94131.0,Water heater pipe leakage soaking utility area,6.460652,3.418844,Other,2026-02-13 04:03:00
2393,PP20130830756,2013-08-30,Ijeoma Afolabi,Female,2348183594780,ijeoma.afolabi66@gmail.com,25639685152,Ikeja Division,Alimosho,Harrison,94110.0,ref pp20130328478 - final only for work completed under previous permit pp20130328478.,6.61631,3.288493,Other,2026-02-13 04:03:00
2394,PP20081028694,2008-10-28,Ijeoma Ajayi,Female,2348118594678,ijeoma.ajayi73@outlook.com,62742049923,Ikorodu Division,Ikorodu,Rockdale,94127.0,Bathroom floor drain completely clogged with wastewater backup,6.598497,3.508797,Other,2026-02-13 04:03:00
